475384452,SHAFFER,Bryan,24476,Shore,Spring Field,New Cicily
-759474518,HORN,Adriana,16518,Wood,Spring Field,New Cicily
82030418,CONNER,Patty,176,Airport,Spring Field,New Cicily
1937543071,COMBS,Bernard,9914,Hampton,Spring Field,New Cicily
273687982,KRUEGER,Eva,8041,Kansas,Spring Field,New Cicily
-1973335154,NOVAK,Kiara,10625,County Line,Spring Field,New Cicily
1085877820,PRINCE,Willie,12436,Quail,Spring Field,New Cicily
2027413853,BRADY,Allen,4545,Lincoln,Spring Field,New Cicily
28851317,TOWNSEND,Elaine,16556,Cedar,Spring Field,New Cicily
2049272815,ROSS,Diana,28781,Cherry,Spring Field,New Cicily
1705203383,HIGGINS,Jose,2488,Washington,Spring Field,New Cicily
1260581990,GALLEGOS,Lance,5516,Eleventh,Spring Field,New Cicily
-2071222702,SUAREZ,Stacey,1465,N 400,Spring Field,New Cicily
120705316,TRAN,Alexandra,10831,Walnut,Spring Field,New Cicily
77667910,HULL,Noah,25423,Navajo,Spring Field,New Cicily
-2062839797,GRAY,Julia,3419,Juniper,Spring Field,New Cicily
-1700948689,CARRILLO,Brenda,27056,A,Spring Field,New Cicily
-32428526,BAXTER,Molly,1388,Twelfth,Spring Field,New Cicily
-1639288612,WALTER,Makayla,1369,Fourth,Spring Field,New Cicily
1837526932,CASTANEDA,Keith,24356,Eighth,Spring Field,New Cicily
-43459629,MERCADO,Jeffery,29631,S 100,Spring Field,New Cicily
1551714710,BRADSHAW,Andres,27371,Ridge,Spring Field,New Cicily
-1369750785,WALLACE,Desiree,8488,Cherry,Spring Field,New Cicily
77918020,OLSON,Tom,5479,Cherry,Spring Field,New Cicily
-256561200,MAXWELL,Shawn,21248,Lee,Spring Field,New Cicily
-1890022061,OROZCO,Chad,25935,Broadway,Spring Field,New Cicily
-878347358,POTTER,Marjorie,26898,Malulani,Spring Field,New Cicily
-876965795,VALDEZ,Delores,22169,Hampton,Spring Field,New Cicily
651356506,HARDING,Krystal,21274,Sycamore,Spring Field,New Cicily
