-4549688019655097323,January 1, 2007,Philip,Frederick,12650,Center,Spring Field,New Cicily,Cheesey!,CHEESE,EXTRA_CHEESE
-4549688019655097323,January 1, 2007,Philip,Frederick,12650,Center,Spring Field,New Cicily,Sweet!,CHEESE,PINEAPPLE
-4549688019655097323,January 1, 2007,Philip,Frederick,12650,Center,Spring Field,New Cicily,Cheesey!,CHEESE,EXTRA_CHEESE
-4549688019655097322,January 1, 2007,Crystal,Jose,29640,Washington,Spring Field,New Cicily,Oink!,CHEESE,BACON
-4549688019655097321,January 1, 2007,Jennifer,Beverly,17989,Second,Spring Field,New Cicily,Fungi!,CHEESE,MUSHROOMS
-4549688019655097321,January 1, 2007,Jennifer,Beverly,17989,Second,Spring Field,New Cicily,Sweet!,CHEESE,PINEAPPLE
-4549688019655097320,January 1, 2007,Kenneth,Tanya,9391,Fifth,Spring Field,New Cicily,Fungi!,CHEESE,MUSHROOMS
-4549688019655097320,January 1, 2007,Kenneth,Tanya,9391,Fifth,Spring Field,New Cicily,Tangy!,CHEESE,BLACK_OLIVES
-4549688019655097320,January 1, 2007,Kenneth,Tanya,9391,Fifth,Spring Field,New Cicily,Red!,CHEESE,PEPPERONI
-4549688019655097319,January 1, 2007,Monica,Shelia,18253,Sycamore,Spring Field,New Cicily,Oink!,CHEESE,BACON
-4549688019655097319,January 1, 2007,Monica,Shelia,18253,Sycamore,Spring Field,New Cicily,Sweet!,CHEESE,PINEAPPLE
-4549688019655097318,January 1, 2007,Riley,Molly,13517,Birch,Spring Field,New Cicily,Sweet!,CHEESE,PINEAPPLE
-4549688019655097318,January 1, 2007,Riley,Molly,13517,Birch,Spring Field,New Cicily,Fungi!,CHEESE,MUSHROOMS
-4549688019655097318,January 1, 2007,Riley,Molly,13517,Birch,Spring Field,New Cicily,Oink!,CHEESE,BACON
-4549688019655097317,January 1, 2007,Mike,Kendra,24649,Williams,Spring Field,New Cicily,Red!,CHEESE,PEPPERONI
-4549688019655097316,January 1, 2007,Monica,Garry,14844,Walnut,Spring Field,New Cicily,Tangy!,CHEESE,BLACK_OLIVES
-4549688019655097316,January 1, 2007,Monica,Garry,14844,Walnut,Spring Field,New Cicily,Spicy Oink!,CHEESE,SAUSAGE
-4549688019655097316,January 1, 2007,Monica,Garry,14844,Walnut,Spring Field,New Cicily,Fungi!,CHEESE,MUSHROOMS
-4549688019655097316,January 1, 2007,Monica,Garry,14844,Walnut,Spring Field,New Cicily,Spicy!,CHEESE,JALAPENOS
-4549688019655097315,January 1, 2007,Riley,Eddie,5614,Palo Verde,Spring Field,New Cicily,Oink!,CHEESE,BACON
-4549688019655097315,January 1, 2007,Riley,Eddie,5614,Palo Verde,Spring Field,New Cicily,Cheesey!,CHEESE,EXTRA_CHEESE
-4549688019655097314,January 1, 2007,Jennifer,Vincent,14269,Narragansett,Spring Field,New Cicily,Fungi!,CHEESE,MUSHROOMS
-4549688019655097314,January 1, 2007,Jennifer,Vincent,14269,Narragansett,Spring Field,New Cicily,Sweet!,CHEESE,PINEAPPLE
