-612165501,WADE,Xavier,22153,Third,Spring Field,New Cicily
2040188880,NOLAN,Anita,17298,Evergreen,Spring Field,New Cicily
140177557,ELLIS,Mary,23161,Maple,Spring Field,New Cicily
-1353705965,PAGE,Mildred,25685,S 400,Spring Field,New Cicily
2037239263,KNIGHT,Nicholas,25294,Lake,Spring Field,New Cicily
1062978186,WILKINSON,Luis,24349,Highland,Spring Field,New Cicily
364059030,MCCOY,Olivia,2752,Wood,Spring Field,New Cicily
-915926163,SPARKS,Arnold,4365,Hill,Spring Field,New Cicily
-6005520,FIELDS,Jesse,4867,Oak,Spring Field,New Cicily
-1817121511,TODD,Shane,20787,Second,Spring Field,New Cicily
1187186320,SAVAGE,Ronald,9075,Pleasant,Spring Field,New Cicily
-295989197,DALTON,Billy,28460,Lake,Spring Field,New Cicily
-29641980,MALONE,Bryce,13600,Pinon,Spring Field,New Cicily
69121719,FOLEY,Ann,11463,Malulani,Spring Field,New Cicily
-1707820827,PRATT,Tonya,1855,Smith,Spring Field,New Cicily
410744718,MOSS,Julian,23926,Center,Spring Field,New Cicily
-1209523431,BUCK,Preston,1769,Cypress,Spring Field,New Cicily
1080180456,JIMENEZ,Aimee,18359,Orchard,Spring Field,New Cicily
-776691726,ANDERSON,Melanie,8690,Kukui,Spring Field,New Cicily
289528018,SHAFFER,Darrell,944,Broadway,Spring Field,New Cicily
1981841907,LANG,Christy,6540,Washington,Spring Field,New Cicily
-1912125671,BARAJAS,Bryan,13700,Twelfth,Spring Field,New Cicily
554950222,CARRILLO,Stacey,9841,Navajo,Spring Field,New Cicily
1719701054,MURPHY,Herbert,26539,Malulani,Spring Field,New Cicily
-56300959,GUTIERREZ,Jayla,5401,Juniper,Spring Field,New Cicily
310924716,HOLMES,Sarah,25844,Twelfth,Spring Field,New Cicily
